shipment_id,from_city,to_city,distance_km,weight_kg,volume_m3,cargo_type,carrier,cost_rub,base_cost_per_km,date,status,delivery_days,carrier_reliability,cargo_fragility,customer_id,customer_segment,insurance,insurance_cost,fuel_surcharge,priority,payment_method,has_return,return_cost
263,Москва,Санкт-Петербург,710,1194,1.07,Мебель,Ратэк,24441.96,25.97,2023-05-07,Доставлен,3.0,0.91,0.5,9515,A,False,0.0,2493.65,Стандарт,Постоплата,False,0.0
264,Ростов-на-Дону,Красноярск,956,2305,0.92,Игрушки,Ратэк,44738.7,36.61,2023-02-20,Доставлен,1.0,0.91,0.4,9565,C,True,0.0,3491.11,Супер-экспресс,Предоплата,False,0.0
265,Москва,Красноярск,1215,461,0.18,Игрушки,ПЭК,54324.53,46.54,2023-07-23,Доставлен,3.0,0.92,0.4,5769,B,False,0.0,3457.51,Супер-экспресс,Предоплата,False,0.0
266,Санкт-Петербург,Нижний Новгород,2067,1445,1.01,Продукты,Деловые Линии,109040.78,38.98,2023-12-28,Доставлен,3.0,0.95,0.6,8928,C,False,0.0,5919.59,Супер-экспресс,Постоплата,False,0.0
267,Казань,Екатеринбург,843,933,1.03,Химия,ЖДД,22718.94,24.07,2023-03-12,Доставлен,2.0,0.98,0.7,8330,B,True,0.0,2415.74,Стандарт,Предоплата,False,0.0
268,Казань,Екатеринбург,438,2105,1.26,Канцелярия,Энергия,22825.77,34.42,2023-11-05,Доставлен,3.0,0.96,0.3,8736,C,False,456.52,2074.96,Экспресс,Постоплата,True,0.0
269,Казань,Красноярск,853,1959,4.9,Стройматериалы,Байкал Сервис,26118.27,33.44,2023-04-18,Доставлен,3.0,0.93,0.1,2665,C,False,0.0,3887.93,Экспресс,Предоплата,True,0.0
270,Москва,Омск,559,3164,2.21,Продукты,Байкал Сервис,27147.5,35.78,2023-04-27,Доставлен,3.0,0.93,0.6,3668,A,False,0.0,3318.62,Стандарт,50/50,True,0.0
271,Новосибирск,Казань,1976,3731,3.36,Мебель,ПЭК,72605.43,24.32,2023-08-25,Доставлен,2.0,0.92,0.5,5698,C,False,1452.11,10312.95,Стандарт,Постоплата,True,0.0
272,Москва,Красноярск,2742,844,0.25,Электроника,Мэйджор,173464.45,39.72,2024-01-24,Доставлен,3.0,0.99,0.8,1239,B,False,0.0,10749.13,Стандарт,Предоплата,False,138771.56
273,Новосибирск,Москва,1916,3978,1.59,Одежда,Деловые Линии,73351.74,27.71,2023-02-18,Доставлен,2.0,0.95,0.2,1343,B,True,0.0,5570.41,Экспресс,Постоплата,False,0.0
274,Новосибирск,Челябинск,812,3098,3.72,Автозапчасти,Мэйджор,67344.68,43.96,2023-05-21,Доставлен,2.0,0.99,0.4,8834,A,False,0.0,9839.58,Супер-экспресс,50/50,False,0.0
275,Санкт-Петербург,Нижний Новгород,1430,4476,11.19,Стройматериалы,Мэйджор,95029.88,45.54,2023-05-07,Доставлен,1.0,0.99,0.1,2228,C,True,0.0,6767.68,Супер-экспресс,50/50,False,0.0
276,Москва,Казань,800,2592,2.33,Мебель,Деловые Линии,26868.7,20.43,2023-11-22,Доставлен,2.0,0.95,0.5,3485,C,True,537.37,2805.84,Стандарт,Постоплата,False,0.0
277,Ростов-на-Дону,Екатеринбург,1243,486,1.21,Стройматериалы,Грузовоз,25907.1,31.49,2023-12-27,Доставлен,1.0,0.9,0.1,5463,B,True,0.0,1741.82,Стандарт,Предоплата,False,0.0
278,Новосибирск,Нижний Новгород,2418,3371,1.01,Электроника,Байкал Сервис,73224.31,18.94,2023-03-13,Доставлен,5.0,0.93,0.8,9936,C,True,0.0,9161.28,Экспресс,50/50,False,0.0
279,Омск,Екатеринбург,2892,4654,4.19,Мебель,Энергия,142425.0,27.2,2023-08-02,Отменен,,0.96,0.5,7596,C,True,0.0,13428.37,Супер-экспресс,Предоплата,True,0.0
280,Москва,Омск,678,3588,2.15,Канцелярия,Энергия,49349.99,47.14,2023-07-18,Доставлен,3.0,0.96,0.3,5461,A,True,0.0,3288.58,Экспресс,50/50,False,0.0
281,Москва,Казань,800,1416,0.85,Канцелярия,Ратэк,12927.35,15.13,2023-05-01,В пути,,0.91,0.3,5493,A,True,258.55,1240.02,Экспресс,50/50,False,0.0
282,Красноярск,Уфа,453,2047,5.12,Стройматериалы,Байкал Сервис,9660.01,18.81,2023-08-25,В пути,,0.93,0.1,6590,A,False,193.2,1020.85,Супер-экспресс,50/50,False,0.0
283,Санкт-Петербург,Омск,760,3792,2.28,Канцелярия,ЖДД,25522.43,28.23,2023-01-04,Доставлен,2.0,0.98,0.3,2941,B,True,0.0,3515.21,Стандарт,Предоплата,False,0.0
284,Санкт-Петербург,Челябинск,1803,1054,0.63,Канцелярия,ПЭК,85800.14,48.99,2023-05-21,Доставлен,3.0,0.92,0.3,5319,A,True,1716.0,9146.43,Экспресс,Предоплата,False,0.0
285,Казань,Новосибирск,1990,1921,1.34,Продукты,ПЭК,88893.66,37.51,2023-10-26,Ожидает отправки,,0.92,0.6,9444,C,True,1777.87,13274.22,Супер-экспресс,50/50,False,0.0
286,Казань,Самара,2009,2936,3.52,Автозапчасти,Ратэк,87373.35,36.12,2023-05-06,Доставлен,3.0,0.91,0.4,7114,B,False,0.0,9772.27,Экспресс,Постоплата,False,0.0
287,Самара,Челябинск,583,3605,1.44,Игрушки,Байкал Сервис,38998.76,43.98,2023-12-02,Доставлен,1.0,0.93,0.4,7701,C,False,779.98,4406.7,Супер-экспресс,50/50,False,0.0
288,Новосибирск,Москва,1689,952,0.48,Медицина,ПЭК,60015.68,22.52,2023-10-12,Доставлен,2.0,0.92,0.9,1737,B,False,1200.31,4052.99,Экспресс,Постоплата,False,48012.54
289,Челябинск,Екатеринбург,1196,2922,7.31,Стройматериалы,Ратэк,22235.37,20.76,2023-10-12,В пути,,0.91,0.1,9132,A,True,0.0,1296.16,Экспресс,50/50,False,0.0
290,Казань,Москва,800,2557,0.77,Электроника,Мэйджор,32065.39,16.87,2023-02-23,Доставлен,1.0,0.99,0.8,8246,C,False,0.0,1953.52,Экспресс,Постоплата,False,0.0
291,Челябинск,Уфа,2375,3135,1.25,Одежда,Энергия,107104.39,35.63,2023-04-17,Доставлен,2.0,0.96,0.2,2120,A,True,2142.09,9058.56,Супер-экспресс,Предоплата,True,0.0
292,Новосибирск,Санкт-Петербург,1556,978,0.39,Одежда,Байкал Сервис,27779.24,17.27,2023-08-03,Доставлен,3.0,0.93,0.2,3828,B,False,555.58,2574.48,Супер-экспресс,Предоплата,False,0.0
293,Новосибирск,Самара,2474,425,0.38,Мебель,Байкал Сервис,103431.16,35.39,2023-03-08,Доставлен,3.0,0.93,0.5,3929,B,True,0.0,12620.46,Экспресс,Постоплата,False,0.0
294,Москва,Казань,800,4136,1.65,Игрушки,Мэйджор,42738.82,31.31,2023-05-14,Доставлен,3.0,0.99,0.4,3109,C,False,854.78,3286.75,Супер-экспресс,50/50,False,0.0
295,Москва,Уфа,2738,3849,1.54,Игрушки,Деловые Линии,87210.93,23.03,2023-03-26,Доставлен,6.0,0.95,0.4,2076,A,True,0.0,10151.49,Супер-экспресс,50/50,True,0.0
296,Санкт-Петербург,Уфа,1474,2187,1.97,Мебель,Деловые Линии,51826.12,22.55,2024-01-31,Доставлен,1.0,0.95,0.5,8206,C,True,0.0,5744.87,Стандарт,50/50,False,0.0
297,Москва,Ростов-на-Дону,2666,4463,2.68,Канцелярия,Мэйджор,182537.95,45.07,2023-09-04,Ожидает отправки,,0.99,0.3,3010,C,False,0.0,10087.89,Стандарт,Постоплата,False,146030.36
298,Екатеринбург,Ростов-на-Дону,1053,1481,1.04,Продукты,Ратэк,58951.6,45.25,2023-08-16,Доставлен,1.0,0.91,0.6,7005,C,True,0.0,4397.41,Супер-экспресс,50/50,False,0.0
299,Москва,Самара,2979,4347,2.17,Медицина,Грузовоз,117889.4,22.42,2023-05-06,Доставлен,5.0,0.9,0.9,5907,C,True,2357.79,16507.03,Супер-экспресс,Предоплата,False,0.0
300,Москва,Красноярск,2748,3256,0.98,Электроника,ЖДД,145493.51,36.38,2023-09-12,Доставлен,5.0,0.98,0.8,4888,A,True,0.0,18832.46,Экспресс,Постоплата,False,116394.81
301,Москва,Новосибирск,2800,3402,1.02,Электроника,Мэйджор,256405.89,42.3,2023-03-05,Доставлен,4.0,0.99,0.8,3911,B,True,5128.12,18078.56,Супер-экспресс,Предоплата,False,0.0
302,Новосибирск,Санкт-Петербург,2493,1779,1.96,Химия,Мэйджор,208678.8,46.69,2023-02-18,Доставлен,6.0,0.99,0.7,9510,A,False,0.0,22055.97,Экспресс,Предоплата,False,0.0
303,Новосибирск,Красноярск,800,2173,0.65,Электроника,Грузовоз,33714.85,29.31,2023-03-07,В пути,,0.9,0.8,7378,B,True,0.0,2295.91,Супер-экспресс,50/50,True,0.0
304,Санкт-Петербург,Москва,710,3185,1.91,Канцелярия,Ратэк,40943.09,47.04,2023-11-22,Доставлен,1.0,0.91,0.3,1113,C,True,0.0,4241.27,Экспресс,50/50,False,0.0
305,Москва,Красноярск,2255,4075,4.89,Автозапчасти,Мэйджор,87693.09,23.35,2023-02-21,Доставлен,2.0,0.99,0.4,7630,C,False,0.0,12955.22,Стандарт,Постоплата,False,0.0
306,Омск,Челябинск,2756,1930,0.96,Медицина,Мэйджор,119995.46,21.37,2023-06-29,Доставлен,5.0,0.99,0.9,8245,C,True,0.0,6260.39,Супер-экспресс,Предоплата,False,0.0
307,Санкт-Петербург,Екатеринбург,2200,1569,0.94,Канцелярия,ЖДД,60461.3,33.02,2023-09-18,Доставлен,5.0,0.98,0.3,9740,C,False,0.0,4954.72,Стандарт,Предоплата,False,0.0
308,Москва,Самара,1988,1930,1.74,Мебель,Грузовоз,38745.67,15.29,2023-03-13,В пути,,0.9,0.5,1292,B,False,0.0,4015.72,Экспресс,50/50,False,0.0
309,Санкт-Петербург,Ростов-на-Дону,1376,3418,4.1,Автозапчасти,Деловые Линии,80636.51,37.33,2023-07-31,Доставлен,1.0,0.95,0.4,1361,A,True,1612.73,8858.08,Экспресс,Предоплата,False,0.0
310,Омск,Москва,1362,2242,0.9,Одежда,Энергия,25433.82,15.36,2023-04-29,Доставлен,1.0,0.96,0.2,7985,C,False,0.0,3087.27,Экспресс,50/50,False,0.0
311,Москва,Екатеринбург,1800,4510,1.35,Электроника,Байкал Сервис,119938.29,30.53,2023-01-25,Доставлен,3.0,0.93,0.8,3062,B,False,0.0,7886.43,Стандарт,50/50,False,0.0
312,Нижний Новгород,Уфа,2468,2196,1.32,Канцелярия,ПЭК,54721.48,21.6,2024-01-19,Доставлен,5.0,0.92,0.3,5224,C,False,0.0,7653.3,Стандарт,50/50,False,0.0
313,Екатеринбург,Ростов-на-Дону,1674,2344,1.41,Канцелярия,ПЭК,72609.03,40.28,2023-06-21,Доставлен,4.0,0.92,0.3,3330,C,False,0.0,6121.38,Стандарт,Постоплата,False,0.0
314,Санкт-Петербург,Самара,293,4714,5.19,Химия,ЖДД,30382.28,47.98,2023-07-23,Доставлен,1.0,0.98,0.7,5410,B,True,0.0,2230.02,Экспресс,50/50,False,0.0
315,Нижний Новгород,Омск,1093,4252,3.83,Мебель,Деловые Линии,66433.91,35.48,2023-01-28,Доставлен,3.0,0.95,0.5,6288,B,False,0.0,7668.34,Стандарт,Предоплата,False,0.0
316,Казань,Самара,1150,683,0.61,Мебель,Ратэк,24599.76,16.91,2023-09-18,Ожидает отправки,,0.91,0.5,7664,A,True,492.0,3476.17,Экспресс,50/50,False,0.0
317,Москва,Новосибирск,2800,4471,2.68,Канцелярия,Мэйджор,119497.91,30.17,2023-05-08,Доставлен,3.0,0.99,0.3,6118,C,True,2389.96,8229.07,Стандарт,50/50,False,95598.33
318,Санкт-Петербург,Екатеринбург,2200,4660,1.86,Одежда,ПЭК,62333.47,24.89,2023-11-29,Доставлен,5.0,0.92,0.2,5880,C,True,0.0,9028.65,Супер-экспресс,Предоплата,False,49866.78
319,Новосибирск,Москва,2280,901,0.99,Химия,Деловые Линии,112709.68,38.48,2023-05-18,Доставлен,3.0,0.95,0.7,7014,A,False,0.0,7611.1,Экспресс,50/50,False,0.0
320,Москва,Екатеринбург,1800,709,0.85,Автозапчасти,Ратэк,54496.11,31.2,2023-03-24,Доставлен,2.0,0.91,0.4,3155,C,True,0.0,4199.31,Экспресс,Предоплата,False,0.0
321,Новосибирск,Казань,596,4046,10.12,Стройматериалы,Мэйджор,13416.34,17.38,2024-01-25,Доставлен,1.0,0.99,0.1,1236,C,True,268.33,1280.1,Стандарт,Предоплата,False,0.0
322,Екатеринбург,Челябинск,1934,1675,0.67,Игрушки,Энергия,83938.93,31.63,2023-06-18,Отменен,,0.96,0.4,4689,B,False,0.0,11050.15,Супер-экспресс,Предоплата,False,0.0
323,Красноярск,Екатеринбург,2036,4338,1.74,Одежда,ПЭК,36154.16,15.46,2023-12-09,Доставлен,5.0,0.92,0.2,4992,C,False,0.0,2780.88,Стандарт,50/50,False,0.0
324,Новосибирск,Челябинск,1014,564,0.17,Электроника,Деловые Линии,69299.95,47.5,2023-07-02,Доставлен,1.0,0.95,0.8,9083,C,False,1386.0,6079.25,Супер-экспресс,Постоплата,False,0.0
325,Нижний Новгород,Санкт-Петербург,493,2707,1.62,Канцелярия,Энергия,29393.58,37.01,2023-01-31,Доставлен,1.0,0.96,0.3,7428,B,False,0.0,2675.65,Супер-экспресс,Предоплата,True,0.0
326,Самара,Екатеринбург,443,1190,0.83,Продукты,Ратэк,13285.65,22.29,2023-04-17,Доставлен,3.0,0.91,0.6,3028,B,True,265.71,761.74,Супер-экспресс,50/50,False,0.0
327,Санкт-Петербург,Красноярск,2303,1264,0.51,Одежда,ПЭК,59620.29,30.97,2023-06-29,В пути,,0.92,0.2,7578,C,False,0.0,3381.22,Супер-экспресс,Постоплата,False,0.0
328,Москва,Уфа,579,2611,1.57,Канцелярия,ПЭК,25335.17,39.67,2023-07-19,Доставлен,2.0,0.92,0.3,7939,C,True,0.0,3403.08,Стандарт,Постоплата,False,0.0
329,Красноярск,Москва,2266,1276,0.38,Электроника,Энергия,152912.11,37.28,2023-05-20,Доставлен,2.0,0.96,0.8,2374,C,False,0.0,17421.88,Стандарт,Постоплата,False,122329.69
330,Новосибирск,Омск,1726,3167,1.27,Одежда,Байкал Сервис,77334.67,35.35,2023-10-01,Отменен,,0.93,0.2,9481,A,True,0.0,7450.08,Экспресс,Постоплата,False,61867.74
331,Екатеринбург,Челябинск,2482,3018,3.62,Автозапчасти,Мэйджор,167021.02,39.99,2023-02-18,Доставлен,5.0,0.99,0.4,3495,B,False,0.0,12172.58,Супер-экспресс,Предоплата,False,0.0
332,Самара,Нижний Новгород,1678,3312,3.64,Химия,Деловые Линии,137140.89,45.85,2023-01-14,В пути,,0.95,0.7,9701,C,True,0.0,18352.96,Экспресс,Постоплата,False,0.0
333,Новосибирск,Казань,876,4985,3.49,Продукты,ЖДД,52409.97,40.12,2023-10-10,В пути,,0.98,0.6,8937,C,False,0.0,4844.0,Стандарт,Предоплата,False,0.0
334,Москва,Ростов-на-Дону,650,1352,0.41,Электроника,Энергия,51133.89,39.17,2023-11-13,Доставлен,2.0,0.96,0.8,7211,A,False,0.0,4651.15,Супер-экспресс,Предоплата,True,40907.11
335,Санкт-Петербург,Омск,768,4252,1.28,Электроника,ПЭК,74232.46,48.02,2023-12-14,Доставлен,3.0,0.92,0.8,5979,A,True,0.0,7629.43,Стандарт,Предоплата,False,0.0
336,Санкт-Петербург,Омск,2300,2097,5.24,Стройматериалы,Ратэк,31196.47,18.81,2023-05-17,Доставлен,4.0,0.91,0.1,4148,A,False,623.93,3897.35,Супер-экспресс,Предоплата,False,0.0
337,Нижний Новгород,Ростов-на-Дону,2388,2181,1.53,Продукты,Грузовоз,98946.98,38.2,2023-07-18,Доставлен,3.0,0.9,0.6,2782,A,False,0.0,6941.6,Супер-экспресс,Постоплата,False,79157.58
338,Москва,Нижний Новгород,400,4269,3.84,Мебель,Энергия,24516.15,24.33,2023-01-31,Доставлен,1.0,0.96,0.5,8406,B,False,490.32,3124.13,Супер-экспресс,50/50,False,0.0
339,Санкт-Петербург,Уфа,639,3602,3.24,Мебель,Энергия,32204.15,26.74,2023-12-06,Доставлен,2.0,0.96,0.5,8257,B,False,0.0,2185.69,Стандарт,50/50,False,0.0
340,Красноярск,Екатеринбург,663,1495,0.9,Канцелярия,Грузовоз,19352.44,30.85,2023-01-19,Доставлен,1.0,0.9,0.3,9858,A,False,0.0,1010.94,Супер-экспресс,Постоплата,False,0.0
341,Санкт-Петербург,Новосибирск,2763,149,0.07,Медицина,Мэйджор,156155.45,30.26,2023-10-31,Доставлен,6.0,0.99,0.9,2599,B,True,0.0,13480.38,Супер-экспресс,Предоплата,False,0.0
342,Санкт-Петербург,Омск,2296,4278,10.69,Стройматериалы,Грузовоз,46568.93,24.25,2023-10-02,Доставлен,2.0,0.9,0.1,5011,A,False,0.0,2404.21,Стандарт,Предоплата,False,37255.14
343,Санкт-Петербург,Красноярск,1186,4301,5.16,Автозапчасти,Грузовоз,76992.14,48.51,2024-01-14,Доставлен,2.0,0.9,0.4,6303,C,True,0.0,8786.53,Супер-экспресс,Предоплата,False,0.0
344,Казань,Уфа,2176,2287,1.6,Продукты,ПЭК,44077.4,18.37,2023-02-26,В пути,,0.92,0.6,3853,B,False,0.0,5622.37,Экспресс,50/50,False,0.0
345,Новосибирск,Челябинск,2640,1542,0.46,Электроника,Мэйджор,191212.07,36.71,2023-08-20,Доставлен,3.0,0.99,0.8,9634,A,True,0.0,9843.71,Стандарт,Предоплата,False,0.0
346,Новосибирск,Санкт-Петербург,2616,4905,12.26,Стройматериалы,Мэйджор,137000.12,41.38,2023-03-29,Доставлен,6.0,0.99,0.1,1820,C,True,0.0,15724.13,Экспресс,Предоплата,False,0.0
347,Новосибирск,Челябинск,416,1249,0.87,Продукты,Грузовоз,25143.68,41.38,2023-06-30,Доставлен,1.0,0.9,0.6,5869,C,True,0.0,3006.86,Экспресс,50/50,False,0.0
348,Екатеринбург,Новосибирск,1500,1321,0.4,Электроника,Ратэк,51770.1,21.35,2023-04-23,Ожидает отправки,,0.91,0.8,9616,C,True,0.0,5991.79,Стандарт,Постоплата,False,0.0
349,Ростов-на-Дону,Уфа,2935,1134,0.79,Продукты,Ратэк,72509.56,23.32,2023-12-14,Отменен,,0.91,0.6,3901,A,True,0.0,5015.73,Супер-экспресс,Постоплата,False,58007.65
350,Ростов-на-Дону,Самара,1282,696,1.74,Стройматериалы,Деловые Линии,52974.34,46.89,2023-11-03,Доставлен,3.0,0.95,0.1,6652,B,True,0.0,4708.29,Супер-экспресс,Постоплата,False,0.0
351,Казань,Красноярск,785,3860,3.47,Мебель,Энергия,60757.98,38.25,2023-05-02,Доставлен,3.0,0.96,0.5,6958,A,False,0.0,3237.11,Супер-экспресс,Постоплата,False,0.0
352,Челябинск,Казань,2065,3490,8.73,Стройматериалы,ЖДД,69828.16,48.19,2023-07-04,Доставлен,4.0,0.98,0.1,2157,A,True,0.0,10345.76,Экспресс,Постоплата,False,0.0
353,Нижний Новгород,Ростов-на-Дону,398,2724,2.45,Мебель,Мэйджор,29108.5,32.89,2023-12-21,В пути,,0.99,0.5,8808,C,True,0.0,2472.27,Супер-экспресс,Предоплата,False,0.0
354,Новосибирск,Казань,1223,382,0.19,Медицина,ЖДД,71192.01,45.64,2023-02-19,Доставлен,2.0,0.98,0.9,2246,C,True,0.0,8202.07,Экспресс,Предоплата,False,0.0
355,Омск,Челябинск,2614,352,0.32,Мебель,Деловые Линии,97515.99,32.78,2023-08-08,Доставлен,6.0,0.95,0.5,4976,A,True,1950.32,8997.36,Экспресс,Постоплата,False,0.0
356,Москва,Санкт-Петербург,710,3580,3.22,Мебель,Деловые Линии,64297.95,48.58,2023-05-19,Доставлен,1.0,0.95,0.5,9148,C,False,0.0,5222.18,Стандарт,Постоплата,False,0.0
357,Санкт-Петербург,Уфа,1560,834,0.58,Продукты,ЖДД,56051.94,32.26,2023-09-25,Доставлен,3.0,0.98,0.6,4984,B,False,1121.04,2841.69,Супер-экспресс,50/50,False,44841.55
358,Казань,Самара,1342,3230,2.26,Продукты,Энергия,65492.34,28.27,2023-05-22,Задержан,,0.96,0.6,7535,B,True,1309.85,9160.33,Супер-экспресс,Постоплата,False,0.0
359,Москва,Омск,1563,2317,1.39,Канцелярия,ЖДД,29829.08,18.9,2024-01-20,Доставлен,2.0,0.98,0.3,9443,A,True,0.0,2864.07,Супер-экспресс,50/50,False,0.0
360,Красноярск,Екатеринбург,788,2412,2.17,Мебель,Мэйджор,58838.7,38.45,2023-06-01,Доставлен,1.0,0.99,0.5,8249,C,False,1176.77,7571.79,Супер-экспресс,50/50,False,0.0
361,Москва,Нижний Новгород,400,51,0.06,Химия,ЖДД,10810.74,19.92,2023-10-26,Доставлен,3.0,0.98,0.7,8878,C,False,0.0,598.32,Экспресс,Постоплата,False,0.0
362,Екатеринбург,Москва,1800,3956,9.89,Стройматериалы,Ратэк,89322.54,47.14,2023-07-08,Доставлен,3.0,0.91,0.1,8026,C,True,1786.45,12178.33,Супер-экспресс,Постоплата,False,0.0
363,Омск,Казань,1547,347,0.1,Электроника,Энергия,78139.08,29.15,2023-01-14,Доставлен,2.0,0.96,0.8,5310,C,False,0.0,5525.72,Стандарт,Постоплата,False,0.0
364,Казань,Екатеринбург,2735,545,0.33,Канцелярия,ЖДД,90437.38,42.65,2023-10-02,Доставлен,4.0,0.98,0.3,1617,A,True,0.0,11907.97,Стандарт,Постоплата,True,0.0
365,Москва,Омск,1139,2918,7.29,Стройматериалы,Энергия,39708.88,31.31,2023-06-24,Доставлен,2.0,0.96,0.1,7651,A,False,0.0,4960.85,Экспресс,Постоплата,False,0.0
366,Москва,Казань,800,3847,4.23,Химия,Энергия,68695.02,38.78,2023-09-22,Доставлен,1.0,0.96,0.7,5678,B,True,0.0,4366.77,Супер-экспресс,50/50,False,0.0
367,Челябинск,Нижний Новгород,2225,4911,1.47,Электроника,Ратэк,92529.26,21.77,2023-10-25,Доставлен,2.0,0.91,0.8,6528,C,False,0.0,6807.66,Экспресс,50/50,False,0.0
368,Казань,Екатеринбург,647,4910,5.89,Автозапчасти,Энергия,51676.03,42.05,2023-04-03,В пути,,0.96,0.4,3663,C,True,0.0,5371.4,Экспресс,Постоплата,True,0.0
369,Казань,Москва,800,1850,4.62,Стройматериалы,Мэйджор,45809.25,48.61,2023-01-01,Доставлен,2.0,0.99,0.1,6430,A,True,916.19,6840.61,Экспресс,Предоплата,False,0.0
370,Красноярск,Нижний Новгород,1769,817,0.41,Медицина,Энергия,48746.74,15.46,2023-01-31,Доставлен,2.0,0.96,0.9,5648,B,True,974.93,4131.19,Супер-экспресс,50/50,False,0.0
371,Казань,Самара,2293,4849,5.82,Автозапчасти,ПЭК,92185.85,29.93,2024-01-05,Доставлен,2.0,0.92,0.4,1682,C,False,1843.72,12701.65,Экспресс,Предоплата,False,0.0
372,Москва,Казань,800,3489,1.05,Электроника,ПЭК,47260.83,34.23,2023-01-28,Доставлен,1.0,0.92,0.8,2361,A,False,0.0,5470.88,Стандарт,Постоплата,False,0.0
373,Екатеринбург,Омск,2149,755,0.38,Медицина,ПЭК,100271.04,31.96,2023-12-07,Доставлен,5.0,0.92,0.9,5477,C,True,0.0,7962.78,Стандарт,Постоплата,False,0.0
374,Екатеринбург,Санкт-Петербург,1924,2864,1.43,Медицина,Мэйджор,221183.61,49.31,2023-11-27,Ожидает отправки,,0.99,0.9,8990,B,True,0.0,22284.12,Стандарт,Предоплата,False,0.0
375,Екатеринбург,Омск,2784,3211,3.85,Автозапчасти,Байкал Сервис,81662.81,25.41,2023-04-26,Доставлен,4.0,0.93,0.4,6182,B,True,1633.26,7885.56,Экспресс,Постоплата,False,0.0
376,Самара,Челябинск,1703,377,0.19,Медицина,Ратэк,106921.07,46.26,2023-11-09,Доставлен,3.0,0.91,0.9,5454,B,True,0.0,5538.33,Экспресс,Постоплата,True,0.0
377,Казань,Санкт-Петербург,1500,3026,2.72,Мебель,Деловые Линии,117510.86,46.83,2023-11-08,Доставлен,2.0,0.95,0.5,1423,B,False,0.0,16738.87,Стандарт,50/50,False,0.0
378,Москва,Санкт-Петербург,710,1394,1.67,Автозапчасти,Грузовоз,28105.17,39.95,2023-06-11,Доставлен,1.0,0.9,0.4,4823,C,True,0.0,3053.93,Экспресс,Предоплата,False,0.0
379,Ростов-на-Дону,Самара,603,98,0.24,Стройматериалы,Деловые Линии,21170.8,43.44,2023-07-08,Доставлен,2.0,0.95,0.1,4909,C,True,0.0,2924.85,Супер-экспресс,Постоплата,False,0.0
380,Челябинск,Екатеринбург,744,281,0.14,Медицина,Байкал Сервис,57939.11,47.96,2023-06-23,Доставлен,1.0,0.93,0.9,1539,A,True,0.0,7707.27,Стандарт,Постоплата,False,0.0
381,Москва,Красноярск,1874,4642,1.86,Одежда,Ратэк,40739.8,15.46,2023-12-18,Доставлен,4.0,0.91,0.2,6946,C,True,0.0,3662.7,Стандарт,Постоплата,False,0.0
382,Новосибирск,Ростов-на-Дону,2857,908,0.64,Продукты,Деловые Линии,101996.65,32.94,2023-06-11,Задержан,,0.95,0.6,9751,C,True,2039.93,14992.2,Супер-экспресс,50/50,False,0.0
383,Москва,Омск,1329,3938,4.33,Химия,Байкал Сервис,77287.66,28.91,2023-02-19,Доставлен,3.0,0.93,0.7,3503,B,False,0.0,4754.19,Стандарт,Постоплата,False,0.0
384,Москва,Самара,1121,884,0.53,Канцелярия,Байкал Сервис,54930.51,46.68,2023-04-25,Доставлен,3.0,0.93,0.3,7880,B,False,0.0,6116.79,Экспресс,Предоплата,False,0.0
385,Самара,Ростов-на-Дону,2640,4556,2.73,Канцелярия,Байкал Сервис,96984.71,30.89,2023-06-04,Доставлен,4.0,0.93,0.3,4472,A,False,0.0,10408.0,Супер-экспресс,Постоплата,False,0.0
386,Нижний Новгород,Омск,1295,1651,0.66,Игрушки,ПЭК,38454.63,23.49,2023-12-09,Доставлен,3.0,0.92,0.4,7193,A,False,0.0,5067.74,Стандарт,Постоплата,True,0.0
387,Москва,Уфа,2956,1037,0.31,Электроника,ПЭК,130185.57,35.61,2023-01-02,Доставлен,7.0,0.92,0.8,3384,C,False,0.0,16645.94,Супер-экспресс,Постоплата,False,0.0
388,Челябинск,Новосибирск,772,1255,0.5,Игрушки,Ратэк,25381.65,28.27,2023-12-27,Доставлен,2.0,0.91,0.4,3251,B,False,0.0,3363.42,Супер-экспресс,Предоплата,False,0.0
389,Казань,Санкт-Петербург,1500,773,0.46,Канцелярия,Грузовоз,59884.06,46.63,2023-12-27,Доставлен,2.0,0.9,0.3,3710,A,True,0.0,8580.73,Стандарт,Постоплата,False,47907.25
390,Екатеринбург,Новосибирск,1500,2911,1.16,Игрушки,Ратэк,46393.81,22.71,2023-01-07,Доставлен,3.0,0.91,0.4,7946,C,True,0.0,2728.78,Стандарт,Предоплата,False,0.0
391,Самара,Новосибирск,2383,1168,0.82,Продукты,Байкал Сервис,42924.63,16.07,2023-01-30,Доставлен,2.0,0.93,0.6,3333,C,False,0.0,3712.14,Экспресс,Постоплата,False,0.0
392,Красноярск,Новосибирск,621,368,0.15,Одежда,Энергия,34725.69,48.13,2023-11-25,Доставлен,3.0,0.96,0.2,9162,B,True,0.0,2563.97,Стандарт,50/50,False,0.0
393,Москва,Ростов-на-Дону,666,2908,3.49,Автозапчасти,ПЭК,14871.31,16.11,2023-01-24,Доставлен,3.0,0.92,0.4,8849,B,False,0.0,1720.33,Стандарт,50/50,False,0.0
394,Санкт-Петербург,Нижний Новгород,2681,2505,2.76,Химия,Деловые Линии,137169.93,32.59,2023-10-15,Доставлен,4.0,0.95,0.7,5732,B,False,2743.4,18538.53,Супер-экспресс,Предоплата,False,0.0
